Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2021 Volkswagen Atlas 3.6L SEL Premium,"$32,999",King Kia,CVT,All-Wheel Drive,Hybrid,4.7,208 reviews,"Gaithersburg, MD","30,432 mi."
2023 Subaru Crosstrek Hybrid Base,"$31,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","38,011 mi."
2023 Toyota RAV4 Prime SE,"$37,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","39,075 mi."
2024 Toyota RAV4 Hybrid XLE,"$33,500",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","18,050 mi."
2019 Toyota Highlander Hybrid Limited,"$35,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","43,137 mi."
2020 Lexus NX 300h Base,"$28,637",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","69,175 mi."
2017 Toyota Highlander Hybrid XLE,"$22,998",Volvo Cars Annapolis,CVT,All-Wheel Drive,Hybrid,4.7,"2,617 reviews","Annapolis, MD (20 mi.)","102,756 mi."
2019 Lexus RX 450h 450H,"$36,500",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","47,520 mi."
2021 Toyota Sienna,"$39,800",Century Chrysler Dodge Jeep RAM,CVT,All-Wheel Drive,Hybrid,0,10 reviews,"Mt Airy, MD (27 mi.)","62,460 mi."
2024 Toyota RAV4 Prime XSE,"$46,999",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","9,537 mi."
2022 Toyota RAV4 Hybrid XLE Premium,"$34,295",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","27,167 mi."
2008 Toyota Highlander Hybrid Limited,"$7,965","Certified Car Center, Inc",CVT,All-Wheel Drive,Hybrid,4.6,370 reviews,"Fairfax, VA (42 mi.)","148,000 mi."
2023 Toyota RAV4 Prime SE,"$40,000",Waldorf Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"1,292 reviews","Waldorf, MD (44 mi.)","10,379 mi."
2020 Lexus NX 300h Base,"$35,700",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","42,656 mi."
2020 Lexus NX 300h Base,"$33,550",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","61,174 mi."
2023 Lexus LS 500h Base,"$95,977",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","1,458 mi."
2022 Lexus NX 350h Base,"$47,250",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","7,055 mi."
2022 Toyota Venza Limited,"$34,937",Volvo Cars Hagerstown,CVT,All-Wheel Drive,Hybrid,0,1 review,"Hagerstown, MD (60 mi.)","33,624 mi."
2021 Toyota Highlander Hybrid Limited,"$39,000",Chambersburg Hyundai,CVT,All-Wheel Drive,Hybrid,0,2 reviews,"Chambersburg, PA (68 mi.)","44,160 mi."
2016 Toyota RAV4 Hybrid XLE,"$14,595",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","150,900 mi."
2020 Toyota Prius LE,"$21,990",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","87,584 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2025 Mercedes-Benz CLA 250 Base 4MATIC,"$50,990",Mercedes-Benz of Wilmington,CVT,All-Wheel Drive,Hybrid,3.6,"1,802 reviews","Wilmington, DE","4,795 mi."
2020 Toyota Highlander Hybrid Limited,"$34,000",Heritage Toyota Owings Mills,CVT,All-Wheel Drive,Hybrid,4.6,"1,364 reviews","Owings Mills, MD (13 mi.)","79,243 mi."
2020 Subaru Crosstrek Hybrid Base,"$26,240",Herb Gordon Subaru,CVT,All-Wheel Drive,Hybrid,5,"1,627 reviews","Silver Spring, MD (19 mi.)","38,954 mi."
2021 Toyota RAV4 Hybrid Limited,"$29,000",Ourisman Toyota 40,CVT,All-Wheel Drive,Hybrid,4.6,479 reviews,"Edgewood, MD (23 mi.)","53,305 mi."
2023 Toyota RAV4 Hybrid XLE,"$30,500",Ourisman Toyota 40,CVT,All-Wheel Drive,Hybrid,4.6,479 reviews,"Edgewood, MD (23 mi.)","36,298 mi."
2021 Toyota Highlander Hybrid Limited,"$36,998",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","66,951 mi."
2024 Toyota RAV4 Hybrid SE,"$34,280",DARCARS Volvo Cars,CVT,All-Wheel Drive,Hybrid,4.6,364 reviews,"Rockville, MD (28 mi.)","28,547 mi."
2024 Toyota Corolla Cross Hybrid,"$33,995",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","11,399 mi."
2021 Lexus UX 250h F Sport,"$24,500",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","103,626 mi."
2022 Lexus RX 450h F Sport Appearance,"$44,489",Bill Page Honda,CVT,All-Wheel Drive,Hybrid,4.4,"1,727 reviews","Falls Church, VA (38 mi.)","45,166 mi."
2024 Honda CR-V Hybrid Sport-L,"$36,421",Honda of Chantilly,CVT,All-Wheel Drive,Hybrid,4,712 reviews,"Chantilly, VA (48 mi.)","9,501 mi."
2018 Toyota RAV4 Hybrid XLE,"$21,770",Toyota of York,CVT,All-Wheel Drive,Hybrid,3.2,628 reviews,"York, PA (52 mi.)","87,895 mi."
2022 Toyota RAV4 Hybrid SE,"$33,240",Toyota of York,CVT,All-Wheel Drive,Hybrid,3.2,628 reviews,"York, PA (52 mi.)","42,960 mi."
2024 Toyota RAV4 Hybrid XLE,"$36,997",Toyota of York,CVT,All-Wheel Drive,Hybrid,3.2,628 reviews,"York, PA (52 mi.)","17,654 mi."
2020 Toyota RAV4 Hybrid Limited,"$24,500",Jack Giambalvo Mazda,CVT,All-Wheel Drive,Hybrid,5,6 reviews,"York, PA (52 mi.)","94,475 mi."
2021 Toyota RAV4 Hybrid XLE,"$28,966","Lancaster County Motors, Inc.",CVT,All-Wheel Drive,Hybrid,4.7,964 reviews,"East Petersburg, PA (62 mi.)","51,770 mi."
2023 Toyota RAV4 Hybrid XLE Premium,"$37,855",New Holland Auto Group,CVT,All-Wheel Drive,Hybrid,4.1,458 reviews,"New Holland, PA (67 mi.)","17,065 mi."
2024 Toyota Corolla Cross Hybrid XSE,"$33,450",Sheehy Toyota of Stafford,CVT,All-Wheel Drive,Hybrid,3.9,"1,446 reviews","Stafford, VA (67 mi.)","13,942 mi."
2022 Toyota Venza LE,"$26,495",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","54,880 mi."
2021 Toyota RAV4 Hybrid XLE Premium,"$32,990",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","33,578 mi."
2022 Toyota RAV4 Hybrid XSE,"$37,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","9,756 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2020 BMW 330 330i xDrive,"$21,524",Stohlman Volkswagen of Tyson's Corner,CVT,All-Wheel Drive,Hybrid,4.6,"1,485 reviews","Vienna, VA","81,316 mi."
2024 Toyota Sienna XLE,"$51,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","7,829 mi."
2024 Toyota Sienna XLE,"$50,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","10,190 mi."
2022 Toyota RAV4 Hybrid XLE,"$28,999",Antwerpen Volkswagen,CVT,All-Wheel Drive,Hybrid,4.5,876 reviews,"Pasadena, MD (10 mi.)","37,621 mi."
2025 Honda CR-V Hybrid Sport-L,"$35,787",Norris Auto Group,CVT,All-Wheel Drive,Hybrid,4.6,721 reviews,"Baltimore, MD (10 mi.)","2,162 mi."
2024 Toyota RAV4 Hybrid XLE,"$35,000",Heritage Toyota Owings Mills,CVT,All-Wheel Drive,Hybrid,4.6,"1,364 reviews","Owings Mills, MD (13 mi.)","17,791 mi."
2019 Lexus RX 450h 450H,"$37,461",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","52,377 mi."
2020 Toyota Highlander Hybrid XLE,"$31,911",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","74,092 mi."
2023 Toyota RAV4 Hybrid LE,"$33,996",Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","4,123 mi."
2023 Honda CR-V Hybrid Sport Touring,"$33,500",Koons Toyota Of Westminster,CVT,All-Wheel Drive,Hybrid,4.6,891 reviews,"Westminster, MD (29 mi.)","24,497 mi."
2022 Toyota Highlander Hybrid XLE,"$37,400",Koons Toyota Of Westminster,CVT,All-Wheel Drive,Hybrid,4.6,891 reviews,"Westminster, MD (29 mi.)","45,255 mi."
2019 Toyota RAV4 Hybrid XLE,"$17,795",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","173,847 mi."
2024 Toyota Venza Limited,"$42,250",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","7,463 mi."
2022 Toyota RAV4 Hybrid SE,"$30,995",Fitzgerald Cadillac Frederick,CVT,All-Wheel Drive,Hybrid,5,12 reviews,"Frederick, MD (43 mi.)","37,915 mi."
2020 Lexus UX 250h Base,"$30,700",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","57,813 mi."
2021 Honda CR-V Hybrid EX-L,"$25,475",Safford Brown Mazda Chantilly,CVT,All-Wheel Drive,Hybrid,4,60 reviews,"Chantilly, VA (49 mi.)","54,219 mi."
2023 Toyota Highlander Hybrid Platinum,"$50,997",Hertrich Honda Kia of Easton,CVT,All-Wheel Drive,Hybrid,0,28 reviews,"Easton, MD (49 mi.)","17,369 mi."
2020 Ford Escape SE,"$14,990",I-Deal Cars,CVT,All-Wheel Drive,Hybrid,0,11 reviews,"York, PA (51 mi.)","85,299 mi."
2025 Honda CR-V Hybrid Sport,"$36,481",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.5,"1,190 reviews","Manassas, VA (55 mi.)","4,359 mi."
2025 Honda CR-V Hybrid Sport,"$36,481",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.5,"1,190 reviews","Manassas, VA (55 mi.)","2,327 mi."
2021 Toyota Venza XLE,"$27,996",Keller Bros. Ford Lebanon,CVT,All-Wheel Drive,Hybrid,4.9,627 reviews,"Lebanon, PA (75 mi.)","80,966 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2024 Toyota Highlander Hybrid XLE,"$50,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","10,671 mi."
2024 Honda CR-V Hybrid Sport-L,"$30,787",Norris Auto Group,CVT,All-Wheel Drive,Hybrid,4.6,721 reviews,"Baltimore, MD (10 mi.)","59,954 mi."
2025 Honda CR-V Hybrid Sport-L,"$35,787",Norris Auto Group,CVT,All-Wheel Drive,Hybrid,4.6,721 reviews,"Baltimore, MD (10 mi.)","2,901 mi."
2024 Honda CR-V Hybrid Sport-L,"$35,000",Heritage Honda,CVT,All-Wheel Drive,Hybrid,4.9,"3,788 reviews","Parkville, MD (14 mi.)","8,745 mi."
2023 Honda CR-V Hybrid Sport Touring,"$32,500",Heritage Honda,CVT,All-Wheel Drive,Hybrid,4.9,"3,788 reviews","Parkville, MD (14 mi.)","45,995 mi."
2023 Honda CR-V Hybrid Sport Touring,"$34,995",Sport Honda,CVT,All-Wheel Drive,Hybrid,4.9,602 reviews,"Silver Spring, MD (19 mi.)","23,912 mi."
2024 Honda CR-V Hybrid Sport,"$30,900",Heritage Honda Bel Air,CVT,All-Wheel Drive,Hybrid,4.9,"4,973 reviews","Fallston, MD (24 mi.)","28,622 mi."
2021 Ford Escape Titanium Hybrid,"$20,292",Bob Bell Chevrolet,CVT,All-Wheel Drive,Hybrid,4.1,594 reviews,"Bel Air, MD (25 mi.)","50,726 mi."
2023 Toyota RAV4 Hybrid XLE,"$30,818",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","63,817 mi."
2024 Toyota Sienna XSE 7 Passenger,"$49,950",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","12,961 mi."
2024 Toyota Highlander Hybrid XLE,"$50,000",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","19,393 mi."
2022 Toyota RAV4 Hybrid Limited,"$37,500",Hart Nissan of NOVA,CVT,All-Wheel Drive,Hybrid,4.8,451 reviews,"Springfield, VA (43 mi.)","19,565 mi."
2022 Honda CR-V Hybrid Touring,"$29,821",Honda of Chantilly,CVT,All-Wheel Drive,Hybrid,4,712 reviews,"Chantilly, VA (48 mi.)","46,575 mi."
2019 Lexus UX 250h UX 250h F SPORT,"$30,700",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","35,550 mi."
2023 Honda CR-V Hybrid Sport Touring,"$34,994",Hertrich Honda Kia of Easton,CVT,All-Wheel Drive,Hybrid,0,28 reviews,"Easton, MD (49 mi.)","21,169 mi."
2017 Toyota RAV4 Hybrid XLE,"$17,455",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.8,845 reviews,"Manassas, VA (55 mi.)","80,879 mi."
2025 Honda CR-V Hybrid Sport,"$36,481",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.5,"1,190 reviews","Manassas, VA (55 mi.)","2,723 mi."
2024 Toyota Venza Limited,"$42,000",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.8,845 reviews,"Manassas, VA (55 mi.)","7,106 mi."
2020 Toyota RAV4 Hybrid XSE,"$26,200",Whitmoyer Auto Group,CVT,All-Wheel Drive,Hybrid,4.7,309 reviews,"Mount Joy, PA (62 mi.)","83,841 mi."
2021 Toyota RAV4 Hybrid XLE Premium,"$30,995",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","49,328 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2021 Toyota RAV4 Hybrid XLE,"$27,000",Heritage Toyota Catonsville,CVT,All-Wheel Drive,Hybrid,4.4,"1,876 reviews","Baltimore, MD (6 mi.)","65,393 mi."
2022 Toyota RAV4 Hybrid XLE,"$31,462",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","10,949 mi."
2024 Toyota RAV4 Hybrid XLE,"$35,000",Heritage Toyota Owings Mills,CVT,All-Wheel Drive,Hybrid,4.6,"1,364 reviews","Owings Mills, MD (13 mi.)","23,614 mi."
2021 Honda CR-V Hybrid Touring,"$29,999",Anderson Honda,CVT,All-Wheel Drive,Hybrid,4.7,329 reviews,"Cockeysville, MD (16 mi.)","40,519 mi."
2024 Toyota RAV4 Hybrid XLE,"$36,995",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","7,328 mi."
2023 Toyota RAV4 Hybrid XSE,"$35,998",Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","36,948 mi."
2022 Toyota RAV4 Hybrid XLE Premium,"$32,998",Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","35,906 mi."
2022 Toyota RAV4 Hybrid XSE,"$35,998",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","24,647 mi."
2020 Toyota RAV4 Hybrid LE,"$24,998",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","82,235 mi."
2022 Honda CR-V Hybrid EX,"$27,997",Ourisman Lexus,CVT,All-Wheel Drive,Hybrid,4.8,"2,482 reviews","Rockville, MD (28 mi.)","19,225 mi."
2023 Toyota Sienna XLE 7 Passenger,"$42,899",King Kia,CVT,All-Wheel Drive,Hybrid,4.7,208 reviews,"Gaithersburg, MD (30 mi.)","17,743 mi."
2024 Toyota Sienna XLE,"$50,000",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","3,432 mi."
2021 Lexus UX 250h Base,"$31,577",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","25,844 mi."
2024 Lexus UX 250h F SPORT Handling,"$42,177",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","2,467 mi."
2020 Lexus UX 250h Base,"$31,900",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","22,577 mi."
2022 Lexus NX 350h NX 350h,"$37,997",Hertrich Honda Kia of Easton,CVT,All-Wheel Drive,Hybrid,0,28 reviews,"Easton, MD (49 mi.)","27,298 mi."
2023 Toyota Prius XLE,"$34,874",New Holland Auto Group,CVT,All-Wheel Drive,Hybrid,4.1,458 reviews,"New Holland, PA (67 mi.)","12,067 mi."
2020 Toyota Prius XLE,"$24,890",New Holland Auto Group,CVT,All-Wheel Drive,Hybrid,4.1,458 reviews,"New Holland, PA (67 mi.)","57,222 mi."
2024 Toyota RAV4 Hybrid XSE,"$39,590",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","19,559 mi."
2021 Lexus RX 450h F SPORT Appearance,"$43,400",CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,2.7,68 reviews,"Martinsburg, WV (72 mi.)","26,306 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2022 Honda CR-V Hybrid EX,"$26,376",Safford Brown Toyota Glen Burnie,CVT,All-Wheel Drive,Hybrid,4.4,"2,769 reviews","Glen Burnie, MD (6 mi.)","59,771 mi."
2022 Toyota Sienna XSE 7 Passenger,"$39,000",Heritage Honda,CVT,All-Wheel Drive,Hybrid,4.9,"3,788 reviews","Parkville, MD (14 mi.)","68,376 mi."
2024 Toyota RAV4 Prime SE,"$40,500",Heritage Honda,CVT,All-Wheel Drive,Hybrid,4.9,"3,788 reviews","Parkville, MD (14 mi.)","19,742 mi."
2023 Toyota RAV4 Hybrid SE,"$38,898",King Kia Of Laurel,CVT,All-Wheel Drive,Hybrid,3.4,682 reviews,"Laurel, MD (14 mi.)","8,869 mi."
2021 Honda CR-V Hybrid Touring,"$32,447",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","11,184 mi."
2017 Toyota RAV4 Hybrid XLE,"$21,998",Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","87,566 mi."
2017 Toyota RAV4 Hybrid XLE,"$22,897",Ourisman Lexus,CVT,All-Wheel Drive,Hybrid,4.8,"2,482 reviews","Rockville, MD (28 mi.)","48,782 mi."
2021 Honda CR-V Hybrid Touring,"$25,000",Ourisman Honda of Tysons Corner,CVT,All-Wheel Drive,Hybrid,3.9,551 reviews,"Vienna, VA (38 mi.)","88,653 mi."
2022 Honda CR-V Hybrid Touring,"$29,500",Bill Page Honda,CVT,All-Wheel Drive,Hybrid,4.4,"1,727 reviews","Falls Church, VA (38 mi.)","36,022 mi."
2016 Lexus RX 450h,"$23,562",BMW of Sterling,CVT,All-Wheel Drive,Hybrid,3.5,"1,163 reviews","Sterling, VA (44 mi.)","86,896 mi."
2023 Toyota Crown Limited,"$36,000",Waldorf Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"1,292 reviews","Waldorf, MD (44 mi.)","20,052 mi."
2023 Honda CR-V Hybrid Sport Touring,"$35,555",Lindsay Volkswagen of Dulles,CVT,All-Wheel Drive,Hybrid,4.8,"2,068 reviews","Sterling, VA (44 mi.)","13,004 mi."
2020 Toyota RAV4 Hybrid SE,"$25,000",Safford Hyundai of Springfield,CVT,All-Wheel Drive,Hybrid,3.7,668 reviews,"Springfield, VA (44 mi.)","70,170 mi."
2024 Lexus UX 250h Premium,"$38,577",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","5,455 mi."
2020 Honda CR-V Hybrid Touring,"$23,701",Audi Chantilly,CVT,All-Wheel Drive,Hybrid,4.8,708 reviews,"Chantilly, VA (49 mi.)","69,256 mi."
2022 Toyota Sienna XSE 7 Passenger,"$42,967",Nucar Chevrolet of New Castle,CVT,All-Wheel Drive,Hybrid,3.4,622 reviews,"New Castle, DE (66 mi.)","31,882 mi."
2020 Ford Escape Titanium Hybrid,"$22,998",Keller Bros. Ford Lititz,CVT,All-Wheel Drive,Hybrid,4.9,865 reviews,"Lititz, PA (66 mi.)","40,899 mi."
2023 Toyota RAV4 Hybrid XLE Premium,"$35,100",CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,2.7,68 reviews,"Martinsburg, WV (72 mi.)","39,585 mi."
2024 Toyota Corolla Cross Hybrid S,"$29,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","2,778 mi."
2023 Toyota RAV4 Hybrid XSE,"$35,492",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","48,594 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2017 Toyota RAV4 Hybrid Limited,"$17,000",King Kia Of Laurel,CVT,All-Wheel Drive,Hybrid,3.4,682 reviews,"Laurel, MD (14 mi.)","148,185 mi."
2023 Toyota RAV4 Hybrid XLE,"$32,845",DARCARS Ford Kia Lanham,CVT,All-Wheel Drive,Hybrid,2.4,109 reviews,"Lanham, MD (22 mi.)","11,323 mi."
2024 Toyota Sienna Woodland Edition,"$52,999",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","4,810 mi."
2022 Lincoln Corsair Grand Touring,"$33,499",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","16,192 mi."
2022 Honda CR-V Hybrid EX-L,"$29,000",Ourisman Kia of Bethesda,CVT,All-Wheel Drive,Hybrid,0,4 reviews,"Bethesda, MD (29 mi.)","30,157 mi."
2020 Toyota RAV4 Hybrid XSE,"$25,000",Ourisman Kia of Bethesda,CVT,All-Wheel Drive,Hybrid,0,4 reviews,"Bethesda, MD (29 mi.)","81,313 mi."
