Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2024 Lexus NX 350h Premium,"$48,900",DARCARS Lexus Of Silver Spring,CVT,All-Wheel Drive,Hybrid,4.5,"1,797 reviews","Silver Spring, MD (20 mi.)","8,275 mi."
2018 Toyota Highlander Hybrid XLE,"$28,000",Bob Ruth Ford,CVT,All-Wheel Drive,Hybrid,4.6,"1,947 reviews","Dillsburg, PA (64 mi.)","70,366 mi."
2023 Honda CR-V Hybrid Sport,"$32,145","L. B. Smith Ford Lincoln, Inc.",CVT,All-Wheel Drive,Hybrid,5,"2,710 reviews","Lemoyne, PA (71 mi.)","17,574 mi."
2022 Toyota RAV4 Hybrid XLE,"$33,390",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","24,202 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2023 Toyota Highlander Hybrid Platinum,"$48,500",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","45,003 mi."
2024 Lexus UX 250h Premium,"$39,000",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","8,015 mi."
2020 Lexus UX 250h Base,"$30,900",Lexus of Towson,CVT,All-Wheel Drive,Hybrid,4.8,636 reviews,"Towson, MD (13 mi.)","26,162 mi."
2020 Toyota Highlander Hybrid Limited,"$39,949",Len Stoler Lexus,CVT,All-Wheel Drive,Hybrid,5,430 reviews,"Owings Mills, MD (16 mi.)","19,093 mi."
2015 Subaru XV Crosstrek Hybrid Base,Not Priced,Herb Gordon Subaru,CVT,All-Wheel Drive,Hybrid,5,"1,627 reviews","Silver Spring, MD (19 mi.)","144,827 mi."
2022 Honda CR-V Hybrid EX,"$26,598",Volvo Cars Annapolis,CVT,All-Wheel Drive,Hybrid,4.7,"2,617 reviews","Annapolis, MD (20 mi.)","49,836 mi."
2023 Toyota Sienna XSE,"$88,429",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",5 mi.
2023 Toyota Sienna LE,"$79,981",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",5 mi.
2024 Toyota Sienna XLE,"$95,789",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",8 mi.
2023 Toyota Sienna XSE,"$88,385",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",10 mi.
2023 Toyota Sienna XSE,"$88,446",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",0 mi.
2023 Toyota Sienna LE,"$79,819",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",22 mi.
2023 Toyota Sienna XSE 25th Anniversary,"$88,689",Koons Ford of Annapolis,CVT,All-Wheel Drive,Hybrid,4.5,"1,756 reviews","Annapolis, MD (20 mi.)",10 mi.
2022 Toyota RAV4 Prime XSE,"$41,000",Koons Annapolis Toyota,CVT,All-Wheel Drive,Hybrid,4.6,"1,193 reviews","Annapolis, MD (21 mi.)","12,840 mi."
2020 Toyota RAV4 Hybrid Limited,"$19,950",Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","156,949 mi."
2018 Toyota Highlander Hybrid Limited,Not Priced,Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","91,844 mi."
2023 Toyota RAV4 Prime SE,Not Priced,Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","35,414 mi."
2021 Toyota Highlander Hybrid XLE,Not Priced,Jones Preowned Superstore,CVT,All-Wheel Drive,Hybrid,3.3,733 reviews,"Fallston, MD (25 mi.)","75,412 mi."
2022 Toyota RAV4 Hybrid XLE Premium,Not Priced,Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","18,549 mi."
2022 Honda CR-V Hybrid Touring,Not Priced,Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","48,514 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2022 Honda CR-V Hybrid Touring,Not Priced,Jones Used Cars,CVT,All-Wheel Drive,Hybrid,3.7,225 reviews,"Bel Air, MD (25 mi.)","88,311 mi."
2019 Lexus UX 250h Base,"$23,980",DARCARS Volvo Cars,CVT,All-Wheel Drive,Hybrid,4.6,364 reviews,"Rockville, MD (28 mi.)","70,914 mi."
2024 Toyota RAV4 Prime XSE,"$46,599",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","11,915 mi."
2025 Toyota RAV4 Hybrid SE,"$36,599",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)",56 mi.
2024 Toyota Sienna XSE 7 Passenger,"$50,999",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","8,499 mi."
2024 Toyota RAV4 Prime XSE,"$46,999",DARCARS 355 Toyota Rockville,CVT,All-Wheel Drive,Hybrid,2.5,289 reviews,"Rockville, MD (28 mi.)","14,215 mi."
2016 Toyota RAV4 Hybrid SE,"$21,500",Ourisman Volkswagen of Bethesda,CVT,All-Wheel Drive,Hybrid,3.2,79 reviews,"Bethesda, MD (29 mi.)","46,050 mi."
2021 Honda CR-V Hybrid EX-L,"$29,350",Safford Brown Honda Arlington,CVT,All-Wheel Drive,Hybrid,4.2,893 reviews,"Arlington, VA (34 mi.)","44,702 mi."
2024 Honda CR-V Hybrid Sport-L,"$38,990",Safford Brown Honda Arlington,CVT,All-Wheel Drive,Hybrid,4.2,893 reviews,"Arlington, VA (34 mi.)","8,719 mi."
2025 Honda CR-V Hybrid Sport-L,"$40,108",Safford Brown Honda Arlington,CVT,All-Wheel Drive,Hybrid,4.2,893 reviews,"Arlington, VA (34 mi.)","7,977 mi."
2021 Toyota Highlander Hybrid XLE,"$35,995",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","57,300 mi."
2020 Lexus NX 300h Base,"$28,995",Alexandria Toyota,CVT,All-Wheel Drive,Hybrid,4.5,618 reviews,"Alexandria, VA (35 mi.)","62,095 mi."
2024 Toyota RAV4 Hybrid LE,"$32,000",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","14,071 mi."
2024 Toyota RAV4 Hybrid XLE,"$33,750",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","14,649 mi."
2020 Lexus UX 250h Base,"$25,750",Koons Tysons Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"2,580 reviews","Vienna, VA (37 mi.)","59,189 mi."
2023 Toyota RAV4 Hybrid Woodland Edition,"$32,500",Hart Nissan of NOVA,CVT,All-Wheel Drive,Hybrid,4.8,451 reviews,"Springfield, VA (43 mi.)","50,823 mi."
2021 Toyota Highlander Hybrid XLE,"$33,000",Hart Nissan of NOVA,CVT,All-Wheel Drive,Hybrid,4.8,451 reviews,"Springfield, VA (43 mi.)","78,174 mi."
2022 Toyota Sienna XSE 7 Passenger,"$40,500",Waldorf Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"1,292 reviews","Waldorf, MD (44 mi.)","63,185 mi."
2023 Toyota Sienna XLE,"$62,999",Pohanka Chevrolet,CVT,All-Wheel Drive,Hybrid,4.2,513 reviews,"Chantilly, VA (47 mi.)","15,991 mi."
2019 Lexus RX 450h Base,"$41,900",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","29,318 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2025 Lexus UX 300h F DESIGN,"$44,900",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)",6 mi.
2025 Lexus UX 300h F DESIGN,"$44,900",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)",5 mi.
2022 Lexus UX 250h Base,"$35,700",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","20,250 mi."
2025 Lexus UX 300h F DESIGN,"$44,900",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)",10 mi.
2022 Lexus UX 250h Base,"$35,900",Pohanka Lexus,CVT,All-Wheel Drive,Hybrid,4,"1,915 reviews","Chantilly, VA (48 mi.)","4,099 mi."
2024 Honda CR-V Hybrid Sport Touring,"$38,000",Ted Britt Ford Lincoln of Chantilly,CVT,All-Wheel Drive,Hybrid,3,"1,280 reviews","Chantilly, VA (48 mi.)","7,232 mi."
2022 Toyota Highlander Hybrid Limited,"$42,900",Audi Chantilly,CVT,All-Wheel Drive,Hybrid,4.8,708 reviews,"Chantilly, VA (49 mi.)","28,502 mi."
2023 Honda CR-V Hybrid Sport Touring,"$35,948",Hertrich Honda Kia of Easton,CVT,All-Wheel Drive,Hybrid,0,28 reviews,"Easton, MD (49 mi.)","19,142 mi."
2025 Honda CR-V Hybrid Sport,"$37,200",Hendrick Honda Woodbridge,CVT,All-Wheel Drive,Hybrid,4.8,"1,292 reviews","Woodbridge, VA (52 mi.)",0 mi.
2025 Honda CR-V Hybrid Sport-L,"$37,825",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.5,"1,190 reviews","Manassas, VA (55 mi.)","3,518 mi."
2017 Toyota Highlander Hybrid XLE,"$22,981",Joyce Koons Honda Buick GMC,CVT,All-Wheel Drive,Hybrid,4.5,"1,190 reviews","Manassas, VA (55 mi.)","98,180 mi."
2022 Toyota Sienna Limited,"$45,200",Miller Toyota,CVT,All-Wheel Drive,Hybrid,4.8,845 reviews,"Manassas, VA (55 mi.)","23,689 mi."
2023 Toyota Sienna Platinum 7 Passenger,"$52,479",Preston Ford Lincoln Hyundai Nissan,CVT,All-Wheel Drive,Hybrid,0,565 reviews,"Hurlock, MD (57 mi.)","32,971 mi."
2022 Toyota Highlander Hybrid Bronze Edition,"$33,000",Ourisman Tri-State Subaru,CVT,All-Wheel Drive,Hybrid,4.5,698 reviews,"Newark, DE (59 mi.)","61,532 mi."
2021 Toyota RAV4 Hybrid LE,"$22,900",Sheehy Volkswagen of Hagerstown,CVT,All-Wheel Drive,Hybrid,0,10 reviews,"Hagerstown, MD (59 mi.)","98,962 mi."
2021 Toyota RAV4 Hybrid XSE,"$25,231",Sheehy Volkswagen of Hagerstown,CVT,All-Wheel Drive,Hybrid,0,10 reviews,"Hagerstown, MD (59 mi.)","119,755 mi."
2022 Toyota Sienna LE,"$41,994",Younger Toyota,CVT,All-Wheel Drive,Hybrid,4.6,"2,110 reviews","Hagerstown, MD (60 mi.)","23,491 mi."
2019 Toyota RAV4 Hybrid XSE,"$27,995",Land Rover Wilmington,CVT,All-Wheel Drive,Hybrid,4.4,135 reviews,"Wilmington, DE (65 mi.)","57,043 mi."
2024 Toyota Sienna LE,"$44,896",New Holland Auto Group,CVT,All-Wheel Drive,Hybrid,4.1,458 reviews,"New Holland, PA (67 mi.)","8,102 mi."
2019 Toyota RAV4 Hybrid Limited,"$26,999",Kia of Coatesville,CVT,All-Wheel Drive,Hybrid,4,481 reviews,"Coatesville, PA (71 mi.)","71,250 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2024 Toyota RAV4 Hybrid Woodland,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","38,140 mi."
2020 Toyota Highlander Hybrid XLE,"$35,595",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","51,520 mi."
2021 Toyota Venza LE,"$29,995",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","24,517 mi."
2024 Toyota Venza LE,"$33,990",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","29,697 mi."
2021 Toyota Sienna XLE,Not Priced,CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,2.7,68 reviews,"Martinsburg, WV (72 mi.)","77,327 mi."
2015 Lexus RX 450h Base,Not Priced,Faulkner Volkswagen,CVT,All-Wheel Drive,Hybrid,4.2,347 reviews,"Mechanicsburg, PA (72 mi.)",0 mi.
2025 Toyota Camry SE,"$33,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","4,793 mi."
2024 Toyota RAV4 Hybrid LE,"$32,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","14,853 mi."
2022 Lexus NX 350h Premium,"$39,800",MotorWorld Lexus,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Wilkes-Barre, PA (147 mi.)","56,400 mi."
2022 Lexus LS 500h Base,"$97,974",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Prime XSE,"$46,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)","1,000 mi."
2021 Toyota Venza Limited,"$31,982",W & L Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Northumberland, PA (116 mi.)","38,696 mi."
2021 Lexus NX 300h,"$29,000",Lester Glenn Hyundai,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Toms River, NJ (143 mi.)","60,351 mi."
2021 Toyota RAV4 Hybrid XLE,"$28,396",Hertrich Chevrolet Toyota of Pocomoke,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Pocomoke City, MD (103 mi.)","48,808 mi."
2023 Toyota Highlander Hybrid XLE,"$42,497",Stuckey Nissan of State College,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"State College, PA (123 mi.)","32,250 mi."
2024 Toyota Grand Highlander Hybrid XLE,"$50,950",Wilkie Lexus,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Haverford, PA (91 mi.)","6,345 mi."
2019 Toyota RAV4 Hybrid Limited,"$24,915",Hyundai of Trenton,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Ewing Township, NJ (124 mi.)","78,564 mi."
2019 Toyota RAV4 Hybrid XLE,"$24,207",Bennett Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Lebanon, PA (77 mi.)","64,518 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2024 Toyota RAV4 Hybrid Woodland,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","38,140 mi."
2020 Toyota Highlander Hybrid XLE,"$35,595",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","51,520 mi."
2021 Toyota Venza LE,"$29,995",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","24,517 mi."
2024 Toyota Venza LE,"$33,990",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","29,697 mi."
2021 Toyota Sienna XLE,Not Priced,CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,2.7,68 reviews,"Martinsburg, WV (72 mi.)","77,327 mi."
2015 Lexus RX 450h Base,Not Priced,Faulkner Volkswagen,CVT,All-Wheel Drive,Hybrid,4.2,347 reviews,"Mechanicsburg, PA (72 mi.)",0 mi.
2025 Toyota Camry SE,"$33,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","4,793 mi."
2024 Toyota RAV4 Hybrid LE,"$32,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","14,853 mi."
2022 Lexus NX 350h Premium,"$39,800",MotorWorld Lexus,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Wilkes-Barre, PA (147 mi.)","56,400 mi."
2022 Lexus LS 500h Base,"$97,974",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Prime XSE,"$46,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)","1,000 mi."
2021 Toyota Venza Limited,"$31,982",W & L Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Northumberland, PA (116 mi.)","38,696 mi."
2021 Lexus NX 300h,"$29,000",Lester Glenn Hyundai,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Toms River, NJ (143 mi.)","60,351 mi."
2021 Toyota RAV4 Hybrid XLE,"$28,396",Hertrich Chevrolet Toyota of Pocomoke,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Pocomoke City, MD (103 mi.)","48,808 mi."
2023 Toyota Highlander Hybrid XLE,"$42,497",Stuckey Nissan of State College,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"State College, PA (123 mi.)","32,250 mi."
2024 Toyota Grand Highlander Hybrid XLE,"$50,950",Wilkie Lexus,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Haverford, PA (91 mi.)","6,345 mi."
2019 Toyota RAV4 Hybrid Limited,"$24,915",Hyundai of Trenton,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Ewing Township, NJ (124 mi.)","78,564 mi."
2019 Toyota RAV4 Hybrid XLE,"$24,207",Bennett Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Lebanon, PA (77 mi.)","64,518 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2024 Toyota RAV4 Hybrid Woodland,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","38,140 mi."
2020 Toyota Highlander Hybrid XLE,"$35,595",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","51,520 mi."
2021 Toyota Venza LE,"$29,995",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","24,517 mi."
2024 Toyota Venza LE,"$33,990",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","29,697 mi."
2021 Toyota Sienna XLE,Not Priced,CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,2.7,68 reviews,"Martinsburg, WV (72 mi.)","77,327 mi."
2015 Lexus RX 450h Base,Not Priced,Faulkner Volkswagen,CVT,All-Wheel Drive,Hybrid,4.2,347 reviews,"Mechanicsburg, PA (72 mi.)",0 mi.
2025 Toyota Camry SE,"$33,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","4,793 mi."
2024 Toyota RAV4 Hybrid LE,"$32,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","14,853 mi."
2022 Lexus NX 350h Premium,"$39,800",MotorWorld Lexus,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Wilkes-Barre, PA (147 mi.)","56,400 mi."
2022 Lexus LS 500h Base,"$97,974",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Prime XSE,"$46,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)","1,000 mi."
2021 Toyota Venza Limited,"$31,982",W & L Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Northumberland, PA (116 mi.)","38,696 mi."
2021 Lexus NX 300h,"$29,000",Lester Glenn Hyundai,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Toms River, NJ (143 mi.)","60,351 mi."
2021 Toyota RAV4 Hybrid XLE,"$28,396",Hertrich Chevrolet Toyota of Pocomoke,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Pocomoke City, MD (103 mi.)","48,808 mi."
2023 Toyota Highlander Hybrid XLE,"$42,497",Stuckey Nissan of State College,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"State College, PA (123 mi.)","32,250 mi."
2024 Toyota Grand Highlander Hybrid XLE,"$50,950",Wilkie Lexus,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Haverford, PA (91 mi.)","6,345 mi."
2019 Toyota RAV4 Hybrid Limited,"$24,915",Hyundai of Trenton,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Ewing Township, NJ (124 mi.)","78,564 mi."
2019 Toyota RAV4 Hybrid XLE,"$24,207",Bennett Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Lebanon, PA (77 mi.)","64,518 mi."
2020 Jeep Cherokee Limited,"$20,399",Al Packer Ford,CVT,All-Wheel Drive,Hybrid,4.1,"2,174 reviews","Baltimore, MD (15 mi.)","54,832 mi."
2024 Toyota RAV4 Hybrid Woodland,Not Priced,Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","38,140 mi."
2020 Toyota Highlander Hybrid XLE,"$35,595",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","51,520 mi."
2021 Toyota Venza LE,"$29,995",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","24,517 mi."
2024 Toyota Venza LE,"$33,990",Del Toyota,CVT,All-Wheel Drive,Hybrid,4.7,"6,925 reviews","Thorndale, PA (72 mi.)","29,697 mi."
2021 Toyota Sienna XLE,Not Priced,CMA's Chevrolet of Martinsburg,CVT,All-Wheel Drive,Hybrid,2.7,68 reviews,"Martinsburg, WV (72 mi.)","77,327 mi."
2015 Lexus RX 450h Base,Not Priced,Faulkner Volkswagen,CVT,All-Wheel Drive,Hybrid,4.2,347 reviews,"Mechanicsburg, PA (72 mi.)",0 mi.
2025 Toyota Camry SE,"$33,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","4,793 mi."
2024 Toyota RAV4 Hybrid LE,"$32,991",Team Toyota of Glen Mills,CVT,All-Wheel Drive,Hybrid,4,"1,306 reviews","Glen Mills, PA (76 mi.)","14,853 mi."
2022 Lexus NX 350h Premium,"$39,800",MotorWorld Lexus,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Wilkes-Barre, PA (147 mi.)","56,400 mi."
2022 Lexus LS 500h Base,"$97,974",Lexus of Cherry Hill,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Mount Laurel, NJ (104 mi.)","22,584 mi."
2024 Toyota RAV4 Prime XSE,"$46,987",Gloucester Toyota,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Gloucester, VA (130 mi.)","1,000 mi."
2021 Toyota Venza Limited,"$31,982",W & L Subaru,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Northumberland, PA (116 mi.)","38,696 mi."
2021 Lexus NX 300h,"$29,000",Lester Glenn Hyundai,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Toms River, NJ (143 mi.)","60,351 mi."
2021 Toyota RAV4 Hybrid XLE,"$28,396",Hertrich Chevrolet Toyota of Pocomoke,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"Pocomoke City, MD (103 mi.)","48,808 mi."
2023 Toyota Highlander Hybrid XLE,"$42,497",Stuckey Nissan of State College,CVT,All-Wheel Drive,Hybrid,N/A,N/A,"State College, PA (123 mi.)","32,250 mi."
